FROM SPEECH BASE DATA,DateField,tocheck notes,ORIG,speech_name,vars.link,is_Fed,multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,HFSC_donate_chair,HFSC_rankmem,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat
31,3/1/1997,,Financial reform and the importance of a decentralized banking structure,Financial reform and the importance of a decentralized banking structure,http://www.federalreserve.gov/boarddocs/speeches/1997/19970322.htm,,,,,Independent Bankers Association of America,,22-Mar-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Financial reform and the importance of a decentralized banking structure,http://www.federalreserve.gov/boarddocs/speeches/1997/19970322.htm,"At the Annual Convention of the Independent Bankers Association of America, Phoenix, Arizona",Annual Convention of the Independent Bankers Association of America, Independent Bankers Association of America,, Phoenix, Arizona,Alan Greenspan,3
32,4/1/1997,,The challenges of macroeconomic policy,The challenges of macroeconomic policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970404.htm,,,,,Eastern Economic Association,,4-Apr-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alice M. Rivlin,none,,,,,The challenges of macroeconomic policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970404.htm,"At the Annual Meeting of the Eastern Economic Association, Washington, D.C.",Annual Meeting of the Eastern Economic Association,Eastern Economic Association,, Washington, D.C.,Alice M. Rivlin,2
33,4/1/1997,,Issues in financial modernization,Issues in financial modernization,http://www.federalreserve.gov/boarddocs/speeches/1997/19970410.htm,,,,Bard College,Jerome Levy Economics Institute of Bard College,1,10-Apr-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,Issues in financial modernization,http://www.federalreserve.gov/boarddocs/speeches/1997/19970410.htm,"At the Seventh Annual Conference on Financial Structure, Annandale-on-Hudson, New York",Seventh Annual Conference on Financial Structure,Jerome Levy Economics Institute of Bard College,, Annandale-on-Hudson, New York,Laurence H. Meyer,1
34,4/1/1997,,The evolution of banking in a market economy,The evolution of banking in a market economy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970412.htm,,,,,Association of Private Enterprise Education,,12-Apr-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,The evolution of banking in a market economy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970412.htm,"At the Annual Conference of the Association of Private Enterprise Education, Arlington, Virginia",Annual Conference of the Association of Private Enterprise Education,Association of Private Enterprise Education,, Arlington, Virginia,Alan Greenspan,3
35,4/1/1997,,The economic outlook and challenges facing monetary policy,The economic outlook and challenges facing monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970424.htm,,,,,Forecasters Club of New York,,24-Apr-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,The economic outlook and challenges facing monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970424.htm,"At the Forecasters Club of New York, New York, New York",Forecasters Club of New York,Forecasters Club of New York,, New York, New York,Laurence H. Meyer,1
36,4/1/1997,,G-7 economic summit meeting,G-7 economic summit meeting,http://www.federalreserve.gov/boarddocs/speeches/1997/19970429.htm,,,,,Institute of International Finance,,29-Apr-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,G-7 economic summit meeting,http://www.federalreserve.gov/boarddocs/speeches/1997/19970429.htm,"At the Spring Meeting of the Institute of International Finance, Washington, D.C.",Spring Meeting of the Institute of International Finance,Institute of International Finance,, Washington, D.C.,Alan Greenspan,3
37,5/1/1997,,Technological change and the design of bank supervisory policies,Technological change and the design of bank supervisory policies,http://www.federalreserve.gov/boarddocs/speeches/1997/19970501.htm,,,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,1-May-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,Fed-Fed,,,,,Technological change and the design of bank supervisory policies,http://www.federalreserve.gov/boarddocs/speeches/1997/19970501.htm,"At the Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Federal Reserve Bank of Chicago,, Chicago, Il,Alan Greenspan,3
38,5/1/1997,,Financial reform and importance of the state charter,Financial reform and importance of the state charter,http://www.federalreserve.gov/boarddocs/speeches/1997/19970503.htm,,,,Conference of State Bank Supervisors (CSBS),Conference of State Bank Supervisors,1,3-May-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Financial reform and importance of the state charter,http://www.federalreserve.gov/boarddocs/speeches/1997/19970503.htm,"At the Annual Meeting and Conference of the Conference of State Bank Supervisors, San Diego, California",Annual Meeting and Conference of the Conference of State Bank Supervisors,Conference of State Bank Supervisors,, San Diego, California,Alan Greenspan,3
39,5/1/1997,,Current monetary policy,Current monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970508.htm,,,,New York University (NYU),Stern School of Business,1,8-May-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Current monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970508.htm,"At the 1997 Haskins Partners Dinner of the Stern School of Business, New York University, New York, New York",1997 Haskins Partners Dinner of the Stern School of Business, Stern School of Business,, New York University, New York,Alan Greenspan,3
40,5/1/1997,,The role of banks in small business finance,The role of banks in small business finance,http://www.federalreserve.gov/boarddocs/speeches/1997/19970523.htm,,,,"Leonard N Stern School of Business, New York University",Leonard N. Stern School of Business,1,23-May-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,The role of banks in small business finance,http://www.federalreserve.gov/boarddocs/speeches/1997/19970523.htm,"At the Conference on Small Business Finance, New York, New York",Conference on Small Business Finance,Leonard N. Stern School of Business,, New York, New York,Laurence H. Meyer,1
41,6/1/1997,,The embrace of free markets,The embrace of free markets,http://www.federalreserve.gov/boarddocs/speeches/1997/19970610.htm,,,,,Woodrow Wilson International Center for Scholars,,10-Jun-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,The embrace of free markets,http://www.federalreserve.gov/boarddocs/speeches/1997/19970610.htm,"At the Woodrow Wilson Award Dinner of the Woodrow Wilson International Center for Scholars, New York, New York",Woodrow Wilson Award Dinner of the Woodrow Wilson International Center for Scholars,Woodrow Wilson International Center for Scholars,, New York, N,Alan Greenspan,3
42,6/1/1997,,Models for neighborhood development and reinvestment,The changing financial landscape and umbrella supervision,http://www.federalreserve.gov/boarddocs/speeches/1997/19970618.htm,,,,,Exchequer Club,,18-Jun-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Susan M. Phillips,none,,,,,The changing financial landscape and umbrella supervision,http://www.federalreserve.gov/boarddocs/speeches/1997/19970618.htm,"At the Exchequer Club, Washington, D.C.",Exchequer Club,Exchequer Club,, Washington, D.C.,Susan M. Phillips,1
43,6/1/1997,,The changing financial landscape and umbrella supervision,Models for neighborhood development and reinvestment,http://www.federalreserve.gov/boarddocs/speeches/1997/199706182.htm,,,,,Neighborhood Housing Services of New York City,,18-Jun-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,Models for neighborhood development and reinvestment,http://www.federalreserve.gov/boarddocs/speeches/1997/199706182.htm,At the Annual Meeting on Neighborhood Housing Services of New York City,Annual Meeting on Neighborhood Housing Services of New York City,Neighborhood Housing Services of New York City,,,,Laurence H. Meyer,1
44,9/1/1997,,Affordable housing,Affordable housing,http://www.federalreserve.gov/boarddocs/speeches/1997/19970904.htm,,,,,the National Association of Affordable Housing Lender,,4-Sep-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,Affordable housing,http://www.federalreserve.gov/boarddocs/speeches/1997/19970904.htm,"Before the National Association of Affordable Housing Lenders̥ 1997 Northeast Regional Conference, Boston, Massachusetts",the National Association of Affordable Housing Lenders̥ 1997 Northeast Regional Conference,the National Association of Affordable Housing Lender,, Bos,,Laurence H. Meyer,1
45,9/1/1997,,Rules vs. discretionary monetary policy,Rules vs. discretionary monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970905.htm,,,,Stanford Institute for Economic Policy Research (SIEPR),Center for Economic Policy Research at Stanford University,1,5-Sep-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Rules vs. discretionary monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970905.htm,"At the 15th Anniversary Conference of the Center for Economic Policy Research at Stanford University, Stanford, California",15th Anniversary Conference of the Center for Economic Policy Research at Stanford University,Center for Economic Policy Research at Stanford University,, S,,Alan Greenspan,3
46,9/1/1997,,"Education, technology, and economic growth","Education, technology, and economic growth",http://www.federalreserve.gov/boarddocs/speeches/1997/19970912.htm,,,,,Kenan-Flagler Business School,,12-Sep-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,"Education, technology, and economic growth",http://www.federalreserve.gov/boarddocs/speeches/1997/19970912.htm,"At the Building Dedication Ceremonies at the Kenan-Flagler Business School, University of North Carolina, Chapel Hill, North Carolina",Building Dedication Ceremonies at the Kenan-Flagler Business School,Kenan-Flagler Business School,, University of North Carolin,,Alan Greenspan,3
47,9/1/1997,,Monetary policy and the bond market: Complements or substitutes,Monetary policy and the bond market: Complements or substitutes,http://www.federalreserve.gov/boarddocs/speeches/1997/199709122.htm,,,,,The Bond Market Trade Association,,12-Sep-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,Monetary policy and the bond market: Complements or substitutes,http://www.federalreserve.gov/boarddocs/speeches/1997/199709122.htm,"Before the Fixed Income Summit of PSA The Bond Market Trade Association, Washington, D.C.",the Fixed Income Summit of PSA The Bond Market Trade Association,The Bond Market Trade Association,, Washington, D.C.,Laurence H. Meyer,1
48,9/1/1997,,The economic outlook and challenges facing monetary policy,The economic outlook and challenges facing monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970917.htm,,,,,Carnegie Mellon University,,17-Sep-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,The economic outlook and challenges facing monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970917.htm,"Before the 1998 Global Economic and Investment Outlook Conference, Carnegie Mellon University, Pittsburgh, Pennsylvania",the 1998 Global Economic and Investment Outlook Conference,Carnegie Mellon University,, Carnegie Mellon University, Pittsbur,Laurence H. Meyer,1
49,9/1/1997,,Derivatives and risk management,Derivatives and risk management,http://www.federalreserve.gov/boarddocs/speeches/1997/19970919.htm,,,,Fordham University,Fordham University School of Law,1,19-Sep-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Susan M. Phillips,none,,,,,Derivatives and risk management,http://www.federalreserve.gov/boarddocs/speeches/1997/19970919.htm,"At the Derivatives & Risk Management Symposium of the Fordham University School of Law, New York, New York",Derivatives & Risk Management Symposium of the Fordham University School of Law,Fordham University School of Law,, New York, New Y,Susan M. Phillips,1
50,9/1/1997,,The role of the Federal Reserve in the payments system,The role of the Federal Reserve in the payments system,http://www.federalreserve.gov/boarddocs/speeches/1997/19970923.htm,,,,,Bank Administration Institute,,23-Sep-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Edward W. Kelley,Not Found in Fed Boardex,,,,,The role of the Federal Reserve in the payments system,http://www.federalreserve.gov/boarddocs/speeches/1997/19970923.htm,"Before the Bank Administration Institute's Symposium on Payments System Strategy, Washington, D.C.",the Bank Administration Institute's Symposium on Payments System Strategy,Bank Administration Institute,, Washington, D.C.,Edward W. Kelley,1
51,10/1/1997,,Technological change and the economy,Technological change and the economy,http://www.federalreserve.gov/boarddocs/speeches/1997/19971005.htm,,,1,American Bankers Association (ABA),American Bankers Association,1,5-Oct-97,1997,0.98%,0.98%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ","$9,200 ",10,Alan Greenspan,none,,,,,Technological change and the economy,http://www.federalreserve.gov/boarddocs/speeches/1997/19971005.htm,"At the Annual Convention of the American Bankers Association, Boston, Massachusetts",Annual Convention of the American Bankers Association, American Bankers Association,, Boston, Massachusetts,Alan Greenspan,3
52,10/1/1997,,Consumer credit and financial modernization,Consumer credit and financial modernization,http://www.federalreserve.gov/boarddocs/speeches/1997/19971011.htm,,,,,Greenlining Institute,,11-Oct-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Consumer credit and financial modernization,http://www.federalreserve.gov/boarddocs/speeches/1997/19971011.htm,"At the Economic Development Conference of the Greenlining Institute, San Francisco, California",Economic Development Conference of the Greenlining Institute,Greenlining Institute,, San Francisco, California,Alan Greenspan,3
53,10/1/1997,,Globalization of finance,Globalization of finance,http://www.federalreserve.gov/boarddocs/speeches/1997/19971014.htm,,,,,Cato Institute,,14-Oct-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Globalization of finance,http://www.federalreserve.gov/boarddocs/speeches/1997/19971014.htm,"At the 15th Annual Monetary Conference of the Cato Institute, Washington, D.C.",15th Annual Monetary Conference of the Cato Institute, Cato Institute,, Washington, D.C.,Alan Greenspan,3
54,10/1/1997,,Inaugural speech for economic seminar series,Globalization and U.S. monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/199710143.htm,,,,,Institute for Global Management and Research School of Business and Public Management,,14-Oct-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,Globalization and U.S. monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/199710143.htm,"Before the Institute for Global Management and Research School of Business and Public Management, The George Washington University, Washington, D.C.",the Institute for Global Management and Research School of Business and Public Management,Institute for Global Management and Research School of Business and Public Management,, The G,,Laurence H. Meyer,1
55,10/1/1997,,Globalization and U.S. monetary policy,Inaugural speech for economic seminar series,http://www.federalreserve.gov/boarddocs/speeches/1997/199710142.htm,,,,University of Connecticut,University of Connecticut,1,14-Oct-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Inaugural speech for economic seminar series,http://www.federalreserve.gov/boarddocs/speeches/1997/199710142.htm,"At the University of Connecticut, Storrs, Connecticut",University of Connecticut,University of Connecticut,, Storrs, Connecticut,Alan Greenspan,3
56,10/1/1997,,Black Monday: 10 years later,Black Monday: 10 years later,http://www.federalreserve.gov/boarddocs/speeches/1997/19971015.htm,,,,,Financial Women's Association,,15-Oct-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Susan M. Phillips,none,,,,,Black Monday: 10 years later,http://www.federalreserve.gov/boarddocs/speeches/1997/19971015.htm,"At a program of the Financial Women's Association, Bentley College, Waltham, Massachusetts",rogram of the Financial Women's Association,Financial Women's Association,, Bentley College, Waltham,Susan M. Phillips,1
57,10/1/1997,,Trends and challenges in Federal Reserve bank supervision,Trends and challenges in Federal Reserve bank supervision,http://www.federalreserve.gov/boarddocs/speeches/1997/19971030.htm,,,,,Houston Baptist University,,30-Oct-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Susan M. Phillips,none,,,,,Trends and challenges in Federal Reserve bank supervision,http://www.federalreserve.gov/boarddocs/speeches/1997/19971030.htm,"At Houston Baptist University, Houston, Texas",ston Baptist University,Houston Baptist University,, Houston, Texas,Susan M. Phillips,1
58,10/1/1997,,Community development: Changes and challenges,Community development: Changes and challenges,http://www.federalreserve.gov/boarddocs/speeches/1997/19971031.htm,,,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,31-Oct-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,Fed-Fed,,,,,Community development: Changes and challenges,http://www.federalreserve.gov/boarddocs/speeches/1997/19971031.htm,"Before the Federal Reserve Bank of Chicago Biannual Community Development Conference, Chicago, Illinois",the Federal Reserve Bank of Chicago Biannual Community Development Conference,Federal Reserve Bank of Chicago,, Chicago, Illinois,Laurence H. Meyer,1
59,11/1/1997,,Risk management,Risk management,http://www.federalreserve.gov/boarddocs/speeches/1997/19971104.htm,,,,,Bank Administration Institute,,4-Nov-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Susan M. Phillips,none,,,,,Risk management,http://www.federalreserve.gov/boarddocs/speeches/1997/19971104.htm,"At the Asset/Liability and Treasury Management Conference of the Bank Administration Institute, Chicago, Illinois",Asset/Liability and Treasury Management Conference of the Bank Administration Institute,Bank Administration Institute,, Chicago,,Susan M. Phillips,1
60,11/1/1997,,Price measurement,Price measurement,http://www.federalreserve.gov/boarddocs/speeches/1997/19971107.htm,,,,,Center for Financial Studies Frankfurt,,7-Nov-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,Price measurement,http://www.federalreserve.gov/boarddocs/speeches/1997/19971107.htm,"At the Center for Financial Studies Frankfurt, Germany",Center for Financial Studies Frankfurt,Center for Financial Studies Frankfurt,, Germany,,Alan Greenspan,3
61,12/1/1997,,New approaches to small business development partnerships,New approaches to small business development partnerships,http://www.federalreserve.gov/boarddocs/speeches/1997/19971201.htm,,,,,University of Wisconsin-Milwaukee,,1-Dec-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Laurence H. Meyer,none,,,,,New approaches to small business development partnerships,http://www.federalreserve.gov/boarddocs/speeches/1997/19971201.htm,"At the University of Wisconsin-Milwaukee, Urban Studies Programs, Milwaukee, Wisconsin",University of Wisconsin-Milwaukee,University of Wisconsin-Milwaukee,, Urban Studies Programs, Milwaukee,Laurence H. Meyer,1
62,12/1/1997,,Growth and flexibility: Lessons from Asia,Growth and flexibility: Lessons from Asia,http://www.federalreserve.gov/boarddocs/speeches/1997/19971202.htm,,,,,Economic Club of New York,,2-Dec-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,yes - Dates Not Available,,Vice Chairman,,1,Growth and flexibility: Lessons from Asia,http://www.federalreserve.gov/boarddocs/speeches/1997/19971202.htm,"At The Economic Club of New York, New York, N.Y.",Economic Club of New York,Economic Club of New York,, New York, N.Y.,Alan Greenspan,3
63,12/1/1997,,The role of education during rapid economic change,The role of education during rapid economic change,http://www.federalreserve.gov/boarddocs/speeches/1997/19971203.htm,,,,,Syracuse University,,3-Dec-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Alan Greenspan,none,,,,,The role of education during rapid economic change,http://www.federalreserve.gov/boarddocs/speeches/1997/19971203.htm,"At Syracuse University, Syracuse, New York",Syracuse University,Syracuse University,, Syracuse, New York,Alan Greenspan,3
64,12/1/1997,,"The ""Millennium Bug""","The ""Millennium Bug""",http://www.federalreserve.gov/boarddocs/speeches/1997/19971215.htm,,,,,Professional Banker's Association,,15-Dec-97,1997,0.00%,0.00%,"Leach, James A.S.","$633,324 ",0,0,"McCollum, Bill","$941,123 ",0,0,Edward W. Kelley,Not Found in Fed Boardex,,,,,"The ""Millennium Bug""",http://www.federalreserve.gov/boarddocs/speeches/1997/19971215.htm,"Before the Professional Banker's Association, Washington, D.C.",the Professional Banker's Association,Professional Banker's Association,, Washington, D.C.,Edward W. Kelley,1
