multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
1,,Federal Reserve Bank of Boston,Federal Reserve Bank of Boston and Federal Reserve Bank of San Francisco,1,24 Feb 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,Fed-Fed,,,,CRA: A Framework for the Future,http://www.federalreserve.gov/newsevents/speech/duke20090224a.htm,"At the Revisiting the CRA Policy Discussion, Washington, D.C.",Revisiting the CRA Policy Discussion,Federal Reserve Bank of Boston and Federal Reserve Bank of San Francisco,, Washington, D.C.,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,South Carolina Department of Transportation,,7 Mar 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20090307a.htm,"At the Interstate Interchange Dedication Ceremony, Dillon, South Carolina",Interstate Interchange Dedication Ceremony,South Carolina Department of Transportation,, Dillon, South Carolina,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,,Council on Foreign Relations,,10 Mar 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Financial Reform to Address Systemic Risk,http://www.federalreserve.gov/newsevents/speech/bernanke20090310a.htm,"At the Council on Foreign Relations, Washington, D.C.",Council on Foreign Relations,Council on Foreign Relations,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Independent Community Bankers of America,,20 Mar 2009,2009,"Frank, Barney","$4,052,944","$10,000",24,"Kanjorski, Paul E.","$1,877,477","$10,000",16,Ben S. Bernanke,none,,,,The Financial Crisis and Community Banking,http://www.federalreserve.gov/newsevents/speech/bernanke20090320a.htm,"At the Independent Community Bankers of America's National Convention and Techworld, Phoenix, Arizona",Independent Community Bankers of America's National Convention and Techworld,Independent Community Bankers of America,, Phoenix, Arizona,Ben S. Bernanke,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,North Carolina Banking Institute,,30 Mar 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,A Framework for Analyzing Bank Lending,http://www.federalreserve.gov/newsevents/speech/duke20090330a.htm,"At the 13th Annual University of North Carolina Banking Institute, Charlotte, North Carolina",13th Annual University of North Carolina Banking Institute, North Carolina Banking Institute,, Charlotte, North Carolina,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,College of Wooster,,3 Apr 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Policies to Bring Us Out of the Financial Crisis and Recession,http://www.federalreserve.gov/newsevents/speech/kohn20090403a.htm,"At the Forum on Great Decisions in the Economic Crisis, College of Wooster, Wooster, Ohio",Forum on Great Decisions in the Economic Crisis,College of Wooster,, College of Wooster, Wooster,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,Federal Reserve Bank of Richmond (FRBR),Federal Reserve Bank of Richmond,1,3 Apr 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-fed,,,,The Federal Reserve's Balance Sheet,http://www.federalreserve.gov/newsevents/speech/bernanke20090403a.htm,"At the Federal Reserve Bank of Richmond 2009 Credit Markets Symposium, Charlotte, North Carolina",Federal Reserve Bank of Richmond 2009 Credit Markets Symposium,Federal Reserve Bank of Richmond,, Charlotte, North Carolina,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Council of Institutional Investors,,6 Apr 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Kevin Warsh,none,,,,The Panic of 2008,http://www.federalreserve.gov/newsevents/speech/warsh20090406a.htm,"At the Council of Institutional Investors 2009 Spring Meeting, Washington, D.C.",Council of Institutional Investors 2009 Spring Meeting,Council of Institutional Investors,, Washington, D.C.,Kevin Warsh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,,Morehouse College,,14 Apr 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Four Questions about the Financial Crisis,http://www.federalreserve.gov/newsevents/speech/bernanke20090414a.htm,"At the Morehouse College, Atlanta, Georgia",Morehouse College,Morehouse College,, Atlanta, Georgia,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Federal Reserve System,,17 Apr 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-fed,,,,Financial Innovation and Consumer Protection,http://www.federalreserve.gov/newsevents/speech/bernanke20090417a.htm,"At the Federal Reserve System's Sixth Biennial Community Affairs Research Conference, Washington, D.C.",Federal Reserve System's Sixth Biennial Community Affairs Research Conference,Federal Reserve System,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,Owen Graduate School of Management,,18 Apr 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Monetary Policy in the Financial Crisis,http://www.federalreserve.gov/newsevents/speech/kohn20090418a.htm,"At the Conference in Honor of Dewey Daane, Nashville, Tennessee",Conference in Honor of Dewey Daane,Owen Graduate School of Management,, Nashville, Tennessee,Donald L. Kohn,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,University of Delaware,,20 Apr 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/kohn20090420a.htm,"At the Hutchinson Lecture, Newark, Delaware",Hutchinson Lecture,University of Delaware,, Newark, Delaware,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago ,1,7 May 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-fed,,,,Lessons of the Financial Crisis for Banking Supervision,http://www.federalreserve.gov/newsevents/speech/bernanke20090507a.htm,"At the Federal Reserve Bank of Chicago Conference on Bank Structure and Competition, Chicago, Illinois (via satellite)",Federal Reserve Bank of Chicago Conference on Bank Structure and Competition,Federal Reserve Bank of Chicago ,, Chicago, Illinois,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,Federal Reserve Bank of Atlanta,Federal Reserve Bank of Atlanta ,,11 May 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-fed,,,,The Supervisory Capital Assessment Program,http://www.federalreserve.gov/newsevents/speech/bernanke20090511a.htm,"At the Federal Reserve Bank of Atlanta 2009 Financial Markets Conference, Jekyll Island, Georgia",Federal Reserve Bank of Atlanta 2009 Financial Markets Conference,Federal Reserve Bank of Atlanta ,, Jekyll Island, Georgia,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Boston College School of Law,,22 May 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Commencement address,http://www.federalreserve.gov/newsevents/speech/bernanke20090522a.htm,"At the 2009 Commencement of the Boston College School of Law, Newton, Massachusetts",2009 Commencement of the Boston College School of Law,Boston College School of Law,, Newton, Massachusetts,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,1,Princeton University,Princeton University,1,23 May 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Interactions between Monetary and Fiscal Policy in the Current Situation,http://www.federalreserve.gov/newsevents/speech/kohn20090523a.htm,"At the Conference on Monetary-Fiscal Policy Interactions, Expectations, and Dynamics in the Current Economic Crisis, Princeton University, Princeton, New Jersey",Conference on Monetary-Fiscal Policy Interactions,Princeton University,, Expectations, and Dynamics in the Current Eco,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Federal Reserve Board and the Journal of Money Credit and Banking ,,4 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-fed,,,,Welcoming Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20090604a.htm,"At the Conference on Financial Markets and Monetary Policy, Federal Reserve Board, Washington, D.C.",Conference on Financial Markets and Monetary Policy,Federal Reserve Board and the Journal of Money Credit and Banking ,, Federal Reserve Board, Washington,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Peterson Institute for International Economics,,8 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Financial Regulation in the Wake of the Crisis,http://www.federalreserve.gov/newsevents/speech/tarullo20090608a.htm,"At the Peterson Institute for International Economics, Washington, D.C.",Peterson Institute for International Economics,Peterson Institute for International Economics,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Federal Reserve Bank of Cleveland,,10 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,Fed-Fed,,,,The Systemic Importance of Consumer Protection,http://www.federalreserve.gov/newsevents/speech/duke20090610a.htm,"At the 2009 Community Development Policy Summit, Cleveland, Ohio",2009 Community Development Policy Summit,Federal Reserve Bank of Cleveland,, Cleveland, Ohio,Elizabeth A. Duke,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,North Carolina Bankers Association Annual Convention,,15 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Large Banks and Small Banks in an Era of Systemic Risk Regulation,http://www.federalreserve.gov/newsevents/speech/tarullo20090615a.htm,"At the North Carolina Bankers Association Annual Convention, Chapel Hill, North Carolina",North Carolina Bankers Association Annual Convention,North Carolina Bankers Association Annual Convention,, Chapel Hill, North Carolina,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Women in Housing and Finance,,15 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Containing the Crisis and Promoting Economic Recovery,http://www.federalreserve.gov/newsevents/speech/duke20090616a.htm,"At the Women in Housing and Finance Annual Meeting, Washington, D.C.",Women in Housing and Finance Annual Meeting,Women in Housing and Finance,, Washington, D.C.,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,,Institute of International Bankers,,16 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Kevin Warsh,none,,,,Defining Deviancy,http://www.federalreserve.gov/newsevents/speech/warsh20090616a.htm,"At the Institute of International Bankers Annual Meeting, New York, New York",Institute of International Bankers Annual Meeting,Institute of International Bankers,, New York, New York,Kevin Warsh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Operation Hope,,17 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Community Development Financial Institutions: Challenges and Opportunities,http://www.federalreserve.gov/newsevents/speech/bernanke20090617a.htm,"At the Global Financial Literacy Summit, Washington, D.C.",Global Financial Literacy Summit,Operation Hope,, Washington, D.C.,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Bureau of Labor Statistics,,26 Jun 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20090626a.htm,"At the Bureau of Labor Statistics 125th Anniversary Celebration, Washington, D.C.",Bureau of Labor Statistics 125th Anniversary Celebration,Bureau of Labor Statistics,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
,,,Minority Depository Institutions,,9 Jul 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Federal Reserve's Initiatives to Support Minority-Owned Institutions,http://www.federalreserve.gov/newsevents/speech/duke20090709a.htm,"At the Minority Depository Institutions National Conference 2009 Conference, Chicago, Illinois",Minority Depository Institutions National Conference 2009 Conference,Minority Depository Institutions,, Chicago, Illinois,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Bank for International Settlements (BIS),BIS,1,10 Jul 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,Yes-Dates not available,,Committee Chariman (Non-Brd),,"Comments on ""Financial Intermediation and the Post-Crisis Financial System""",http://www.federalreserve.gov/newsevents/speech/kohn20090710a.htm,"At the Eighth BIS Annual Conference 2009, Financial System and Macroeconomic Resilience: Revisited, Basel, Switzerland",Eighth BIS Annual Conference 2009,BIS,, Financial System and Macroeconomic Resilience: Revisited, Bas,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,1,21 Aug 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,Reflections on a Year of Crisis,http://www.federalreserve.gov/newsevents/speech/bernanke20090821a.htm,"At the Federal Reserve Bank of Kansas City's Annual Economic Symposium, Jackson Hole, Wyoming; Chairman Bernanke delivered the same remarks at the Brookings Institution, on September 15, 2009",Federal Reserve Bank of Kansas City's Annual Economic Symposium,Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming; Chairman,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,1,21 Aug 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Brian F. Madigan,Fed-Fed,,,,Bagehot's Dictum in Practice: Formulating and Implementing Policies to Combat the Financial Crisis,http://www.federalreserve.gov/newsevents/speech/madigan20090821a.htm,"At the Federal Reserve Bank of Kansas City's Annual Economic Symposium, Jackson Hole, Wyoming",Federal Reserve Bank of Kansas City's Annual Economic Symposium,Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Brian F. Madigan,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Community Affairs,,25 Aug 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,The Community Affairs Function at the Federal Reserve,http://www.federalreserve.gov/newsevents/speech/tarullo20090825a.htm,"At the Interagency Community Affairs Conference, Arlington, Virginia",Interagency Community Affairs Conference,Community Affairs,, Arlington, Virginia,Daniel K. Tarullo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,Brookings Institution (BI),Brookings Institution,1,10 Sep 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,"Comments on ""Interpreting the Unconventional U.S. Monetary Policy of 2007-2009""",http://www.federalreserve.gov/newsevents/speech/kohn20090910a.htm,"At the Brookings Institution, Washington, D.C.",Brookings Institution,Brookings Institution,, Washington, D.C.,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,AICPA,,14 Sep 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Regulatory Perspectives on the Changing Accounting Landscape,http://www.federalreserve.gov/newsevents/speech/duke20090914a.htm,"At the AICPA National Conference on Banks and Savings Institutions, Washington, D.C.",AICPA National Conference on Banks and Savings Institutions,AICPA,, Washington, D.C.,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Brookings Institution (BI),Brookings Institution,1,15 Sep 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Reflections on a Year of Crisis,http://www.federalreserve.gov/newsevents/speech/bernanke20090821a.htm,"At the Brookings Institution's Conference on ""A Year of Turmoil,"" Washington, D.C.; Chairman Bernanke delivered the same remarks at the Federal Reserve Bank of Kansas City's Annual Economic Symposium, on August 21, 2009","Brookings Institution's Conference on ""A Year of Turmoil",Brookings Institution,," Washington, D.C.; Chairman Bernanke d",,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Congressional Black Caucus Foundation,,25 Sep 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20090925a.htm,"At the Congressional Black Caucus Foundation's Annual Legislative Conference, Washington, D.C.",Congressional Black Caucus Foundation's Annual Legislative Conference, Congressional Black Caucus Foundation,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,25 Sep 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Kevin Warsh,Fed-Fed,,,,"Longer Days, Fewer Weekends",http://www.federalreserve.gov/newsevents/speech/warsh20090925a.htm,"At the 12th Annual International Banking Conference, Chicago, Illinois",12th Annual International Banking Conference,Federal Reserve Bank of Chicago,, Chicago, Illinois,Kevin Warsh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Cato Institute ,,30 Sep 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Central Bank Exit Policies,http://www.federalreserve.gov/newsevents/speech/kohn20090930a.htm,"At the Cato Institute's Shadow Open Market Committee Meeting, Washington, D.C.",Cato Institute's Shadow Open Market Committee Meeting,Cato Institute ,, Washington, D.C.,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Federal Reserve Board,,8 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,The Federal Reserve's Balance Sheet: An Update,http://www.federalreserve.gov/newsevents/speech/bernanke20091008a.htm,"At the Federal Reserve Board Conference on Key Developments in Monetary Policy, Washington, D.C.",Federal Reserve Board Conference on Key Developments in Monetary Policy,Federal Reserve Board,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Vally Leadership,,8 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,In the Wake of the Crisis,http://www.federalreserve.gov/newsevents/speech/tarullo20091008a.htm,"At the Phoenix Metropolitan Area Community Leaders' Luncheon, Phoenix, Arizona",Phoenix Metropolitan Area Community Leaders' Luncheon,Vally Leadership,, Phoenix, Arizona,Daniel K. Tarullo,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,Federal Reserve Board,,9 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,Fed-Fed,,,,Monetary Policy Research and the Financial Crisis: Strengths and Shortcomings,http://www.federalreserve.gov/newsevents/speech/kohn20091009a.htm,"At the Federal Reserve Conference on Key Developments in Monetary Policy, Washington, D.C.",Federal Reserve Conference on Key Developments in Monetary Policy,Federal Reserve Board,, Washington, D.C.,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,National Association for Business Economics,National Association for Business Economics,,13 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/kohn20091013a.htm,"At the National Association for Business Economics, St. Louis, Missouri",National Association for Business Economics,National Association for Business Economics,, St. Louis, Missouri,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,Federal Reserve Bank of San Francisco (FRBSF),Federal Reserve Bank of San Francisco,1,19 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,Asia and the Global Financial Crisis,http://www.federalreserve.gov/newsevents/speech/bernanke20091019a.htm,"At the Federal Reserve Bank of San Francisco̥s Conference on Asia and the Global Financial Crisis, Santa Barbara, California",Federal Reserve Bank of San Francisco̥s Conference on Asia and the Global Financial Crisis,Federal Reserve Bank of San Francisco,, San,,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Exchequer Club,,21 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Confronting Too Big to Fail,http://www.federalreserve.gov/newsevents/speech/tarullo20091021a.htm,"At the Exchequer Club, Washington, D.C.",Exchequer Club,Exchequer Club,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,Federal Reserve Bank of Boston,Federal  Reserve Bank of Boston ,1,23 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,Fed-Fed,,,,International Perspective on the Crisis and Response,http://www.federalreserve.gov/newsevents/speech/kohn20091023a.htm,"At the Federal Reserve Bank of Boston 54th Economic Conference, Chatham, Massachusetts",Federal Reserve Bank of Boston 54th Economic Conference,Federal  Reserve Bank of Boston ,, Chatham, Massachusetts,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,Federal Reserve Bank of Boston,Federal Reserve Bank of Boston ,1,23 Oct 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,Financial Regulation and Supervision after the Crisis: The Role of the Federal Reserve,http://www.federalreserve.gov/newsevents/speech/bernanke20091023a.htm,"At the Federal Reserve Bank of Boston 54th Economic Conference, Chatham, Massachusetts",Federal Reserve Bank of Boston 54th Economic Conference,Federal Reserve Bank of Boston ,, Chatham, Massachusetts,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,University of Maryland Robert H. Smith School of Business,,2 Nov 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,"Incentive Compensation, Risk Management, and Safety and Soundness",http://www.federalreserve.gov/newsevents/speech/tarullo20091102a.htm,"At the University of Maryland's Robert H. Smith School of Business Roundtable: Executive Compensation: Practices and Reforms, Washington, D.C.",University of Maryland's Robert H. Smith School of Business Roundtable: Executive Compensation:,University of Maryland Robert H. Smith School of Business,,,,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,1,New York University (NYU),New York University,,9 Nov 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Financial Regulation: Past and Future,http://www.federalreserve.gov/newsevents/speech/tarullo20091109a.htm,"At the Money Marketeers of New York University, New York, New York",Money Marketeers of New York University,New York University,, New York, New York,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Institute of International Bankers,,10 Nov 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Supervising and Resolving Large Financial Institutions,http://www.federalreserve.gov/newsevents/speech/tarullo20091110a.htm,"At the Institute of International Bankers Conference on Cross-Border Insolvency Issues, New York, New York",Institute of International Bankers Conference on Cross-Border Insolvency Issues,Institute of International Bankers,, New York, New Y,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Economic Club of New York,,16 Nov 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,On the Outlook for the Economy and Policy,http://www.federalreserve.gov/newsevents/speech/bernanke20091116a.htm,"At the Economic Club of New York, New York, New York",Economic Club of New York,Economic Club of New York,, New York, New York,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
