initialorder,Date,speechtitle,TestimonyHyperlink,name,position_cat1,position_cat2,committefull,CleanFullCommitteeName1,CleanFullCommitteeName2,SubCommittee,duplicatespeech,legislature,full_date,HearingNumber,TranscriptHyperlink,FedLetterCorrespondence,attendance,laughter,SecondTestimony,SpecialInterest,
3,2-Aug-2012,Tri-party Repo Market,http://www.federalreserve.gov/newsevents/testimony/eichner20120802a.htm,Matthew J. Eichner,Deputy Director,Division of Research and Statistics,"Subcommittee on Securities, Insurance, and Investment, Committee on Banking, Housing, and Urban Affairs, U.S. Senate, Washington, D.C.","Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",1,,Senate,02/08/2012,,,,,,,,
31,7-Jul-2011,On mortgage servicing,http://www.federalreserve.gov/newsevents/testimony/statement20110707a.htm,Statement for the Record,Statement for the Record,,"Submitted to Subcommittees on Financial Institutions and Consumer Credit and Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",,,,,House,07/07/2011,"112-44
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg67939/html/CHRG-112hhrg67939.htm,,,1,,,
23,13-Dec-2011,Statement on the foreclosure review process,http://www.federalreserve.gov/newsevents/testimony/alvarez20111213a.htm,Scott G. Alvarez,General Counsel,,"Submitted to the Subcommittee on Housing, Transportation, and Community Development, Committee on Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,13/12/2011,"S. Hrg. 112-460
",http://www.gpo.gov/fdsys/pkg/CHRG-112shrg74872/html/CHRG-112shrg74872.htm,,,0,,,
22,16-Dec-2011,The Economic Situation in Europe,http://www.federalreserve.gov/newsevents/testimony/kamin20111216a.htm,Steven B. Kamin,Director,Division of International Finance,"TARP, Financial Services, and Bailouts of Public and Private Programs, Committee on Oversight and Government Reform, U.S. House of Representatives",,,,,House,16/12/2011,,,,,,,,
346,20-Nov-1997,Social security,http://www.federalreserve.gov/boarddocs/testimony/1997/19971120.htm,Alan Greenspan,Chairman,,"Task Force on Social Security of the Committee on the Budget, U.S. Senate",,,,,Senate,20/11/1997,,,,,,,,
47,9-Feb-2011,The Economic Outlook and Monetary and Fiscal Policy,http://www.federalreserve.gov/newsevents/testimony/bernanke20110209a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,09/02/2011,,,,,,,,
59,9-Jun-2010,Economic and financial conditions and the federal budget,http://www.federalreserve.gov/newsevents/testimony/bernanke20100609a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,09/06/2010,,,,,,,,
92,3-Jun-2009,Current economic and financial conditions and the federal budget,http://www.federalreserve.gov/newsevents/testimony/bernanke20090603a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,03/06/2009,,,,,,,,
112,20-Oct-2008,Economic outlook and financial markets,http://www.federalreserve.gov/newsevents/testimony/bernanke20081020a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,20/10/2008,,,,,,,,
135,17-Jan-2008,The economic outlook,http://www.federalreserve.gov/newsevents/testimony/bernanke20080117a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,17/01/2008,,,,,,,,
158,28-Feb-2007,Long-term fiscal challenges and the economy,http://www.federalreserve.gov/newsevents/testimony/bernanke20070228a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,28/02/2007,,,,,,,,
191,2-Mar-2005,Economic outlook and current fiscal issues,http://www.federalreserve.gov/boarddocs/testimony/2005/20050302/default.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,02/03/2005,,,,,,,,
195,25-Feb-2004,Economic outlook and current fiscal issues,http://www.federalreserve.gov/boarddocs/testimony/2004/20040225/default.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,25/02/2004,,,,,,,,
207,8-Sep-2004,Economic outlook,http://www.federalreserve.gov/boarddocs/testimony/2004/200409082/default.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,08/09/2004,,,,,,,,
234,12-Sep-2002,Current fiscal issues,http://www.federalreserve.gov/boarddocs/testimony/2002/20020912/default.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,12/09/2002,,,,,,,,
261,2-Mar-2001,Current fiscal issues,http://www.federalreserve.gov/boarddocs/testimony/2001/20010302/default.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,02/03/2001,,,,,,,,
338,4-Mar-1998,Coming budgetary challenges,http://www.federalreserve.gov/boarddocs/testimony/1998/19980304.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,04/03/1998,,,,,,,,
352,8-Oct-1997,Economic and budgetary outlook,http://www.federalreserve.gov/boarddocs/testimony/1997/19971008.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,08/10/1997,,,,,,,,
369,4-Mar-1997,Bias in the consumer price index,http://www.federalreserve.gov/boarddocs/testimony/1997/19970304.htm,Alan Greenspan,Chairman,,"the Budget, U.S. House of Representatives",,,,,House,04/03/1997,,,,,,,,
19,2-Feb-2012,The Economic Outlook and the Federal Budget Situation,http://www.federalreserve.gov/newsevents/testimony/bernanke20120202a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. House of Representatives -",,,,"Chairman Bernanke presented identical remarks before the Committee on the Budget, U.S. Senate on February 7, 2012",House,02/02/2012,,,,,,,,
49,7-Jan-2011,The Economic Outlook and Monetary and Fiscal Policy,http://www.federalreserve.gov/newsevents/testimony/bernanke20110107a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. Senate",,,,,Senate,07/01/2011,,,,,,,,
104,3-Mar-2009,Current economic and financial conditions and the federal budget,http://www.federalreserve.gov/newsevents/testimony/bernanke20090303a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. Senate",,,,,Senate,03/03/2009,,,,,,,,
160,18-Jan-2007,Long-term fiscal challenges facing the United States,http://www.federalreserve.gov/newsevents/testimony/bernanke20070118a.htm,Ben S. Bernanke,Chairman,,"the Budget, U.S. Senate",,,,,Senate,18/01/2007,,,,,,,,
246,24-Jan-2002,The state of the economy,http://www.federalreserve.gov/boarddocs/testimony/2002/20020124/default.htm,Alan Greenspan,Chairman,,"the Budget, U.S. Senate",,,,,Senate,24/01/2002,,,,,,,,
264,25-Jan-2001,Outlook for the federal budget and implications for fiscal policy,http://www.federalreserve.gov/boarddocs/testimony/2001/20010125/default.htm,Alan Greenspan,Chairman,,"the Budget, U.S. Senate",,,,,Senate,25/01/2001,,,,,,,,
310,28-Jan-1999,Social security,http://www.federalreserve.gov/boarddocs/testimony/1999/19990128.htm,Alan Greenspan,Chairman,,"the Budget, U.S. Senate",,,,,Senate,28/01/1999,,,,,,,,
316,23-Sep-1998,The crisis in emerging market economies,http://www.federalreserve.gov/boarddocs/testimony/1998/19980923.htm,Alan Greenspan,Chairman,,"the Budget, U.S. Senate",,,,,Senate,23/09/1998,,,,,,,,
345,29-Jan-1998,The current fiscal situation,http://www.federalreserve.gov/boarddocs/testimony/1998/19980129.htm,Alan Greenspan,Chairman,,"the Budget, U.S. Senate",,,,,Senate,29/01/1998,,,,,,,,
373,21-Jan-1997,Performance of the U.S. economy,http://www.federalreserve.gov/boarddocs/testimony/1997/19970121.htm,Alan Greenspan,Chairman,,"the Budget, U.S. Senate",,,,,Senate,21/01/1997,,,,,,,,
331,3-Jun-1998,Mergers and acquisitions in banking and other financial services,http://www.federalreserve.gov/boarddocs/testimony/1998/19980603.htm,Laurence H. Meyer,Governor,,"the Judiciary, U.S. House of Representatives",,,,,House,03/06/1998,,,,,,,,
326,16-Jun-1998,The effects of mergers,http://www.federalreserve.gov/boarddocs/testimony/1998/19980616.htm,Alan Greenspan,Chairman,,"the Judiciary, U.S. Senate",,,,,Senate,16/06/1998,,,,,,,,
237,17-May-2002,The golden dollar coin,http://www.federalreserve.gov/boarddocs/testimony/2002/20020517/default.htm,Louise L. Roseman,Director,Division of Reserve Bank Operations and Payment Systems,"Treasury and General Government of the Committee on Appropriations, U.S. Senate",,,,,Senate,17/05/2002,,,,,,,,
156,22-Mar-2007,Subprime mortgage market,http://www.federalreserve.gov/newsevents/testimony/cole20070322a.htm,Roger T. Cole,Director,Division of Banking Supervision and Regulation,"U.S. Senate Committee on Banking, Housing, and Urban Affairs",,,,,Senate,22/03/2007,"S. Hrg. 110-909
",http://www.gpo.gov/fdsys/pkg/CHRG-110shrg50312/html/CHRG-110shrg50312.htm,,,5,,1,
295,20-Apr-1999,Veterans' benefit payments and Y2K,http://www.federalreserve.gov/boarddocs/testimony/1999/199904202.htm,Kenneth Buckley,Assistant Director,Division of Reserve Bank Operations and Payment Systems,"Veterans' Affairs, U.S. Senate",,,,,Senate,20/04/1999,,,,,,,,
307,23-Feb-1999,The budget surplus and social security,http://www.federalreserve.gov/boarddocs/testimony/1999/19990209.htm,Edward M. Gramlich,Governor,,"Ways and Means, U.S. House of Representatives",,,,"Governor Gramlich presented identical testimony before the Committee on Finance, U.S. Senate, on February 9, 1999",House,23/02/1999,,,,,,,,
311,20-Jan-1999,State of the economy,http://www.federalreserve.gov/boarddocs/testimony/1999/19990120.htm,Alan Greenspan,Chairman,,"Ways and Means, U.S. House of Representatives",,,,,House,20/01/1999,,,,,,,,
