,DateField,Date,speech_name,raw_spoke_to,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
281,6/1/2001,6/11/2001,National saving and Treasury debt,"Before the American Bankers Association, Stonier Memorial Address, Washington, D.C., Governor Gramlich presented identical remarks before the Money Marketeers of New York University, New York, June 12, 2001",the American Bankers Association,NA, Stonier Memorial Address, Washington,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
282,6/1/2001,6/14/2001,"The productivity experience of the United States: Past, present, and future","At the U.S. Embassy, The Hague, the Netherlands (via videoconference)",U.S. Embassy,NA, The Hague, the Netherlands (via videoconference),Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
283,6/1/2001,6/20/2001,Saving by low- and moderate-income households,"At the National Savings Forum, Washington, D.C.",National Savings Forum,NA, Washington, D.C.,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,6/1/2001,6/20/2001,The growing need for skills in the 21st century,"Before the U.S. Department of Labor 21st Century Workforce Summit, Washington, D.C.",the U.S. Department of Labor 21st Century Workforce Summit,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
285,6/1/2001,6/28/2001,The value of public outreach by the Federal Reserve,"At the dedication of the Visitors Center at the Federal Reserve Bank of Chicago, Chicago, Illinois",dedication of the Visitors Center at the Federal Reserve Bank of Chicago,NA, Chicago, Illinois,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
286,6/1/2001,6/28/2001,Impact of energy on the economy,"Before the Economic Club of Chicago, Chicago, Illinois",the Economic Club of Chicago,NA, Chicago, Illinois,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
287,7/1/2001,7/17/2001,Inflation targets and inflation targeting,"At the University of California at San Diego Economics Roundtable, San Diego, California",University of California at San Diego Economics Roundtable,NA, San Diego, California,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
288,7/1/2001,7/18/2001,Reflections on the capital goods overhang,"Before the Charlotte Economics Club, Charlotte, North Carolina",the Charlotte Economics Club,NA, Charlotte, North Carolina,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
289,8/1/2001,8/3/2001,Infrastructure and economic development,"At the Texas Trade Corridors New Economy Conference, San Antonio, Texas",Texas Trade Corridors New Economy Conference,NA, San Antonio, Texas,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
290,8/1/2001,8/31/2001,"Technology, information production, and market efficiency","At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",ymposium sponsored by the Federal Reserve Bank of Kansas City,NA, Jackson Hole, Wyoming,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
291,8/1/2001,8/31/2001,Opening remarks,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",ymposium sponsored by the Federal Reserve Bank of Kansas City,NA, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
292,9/1/2001,9/4/2001,The evolving financial and payment system,"At the Federal Reserve Bank of Philadelphia, Philadelphia, Pennsylvania",Federal Reserve Bank of Philadelphia,NA, Philadelphia, Pennsylvania,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
293,10/1/2001,10/11/2001,Transparency in monetary policy,"At the Federal Reserve Bank of St. Louis, Economic Policy Conference, St. Louis, Missouri (via videoconference)",Federal Reserve Bank of St. Louis,NA, Economic Policy Conference, St. Louis,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
294,10/1/2001,10/12/2001,Executing monetary policy without Treasuries,"At the 52nd International Atlantic Economic Conference, Philadelphia, Pennsylvania",52nd International Atlantic Economic Conference,NA, Philadelphia, Pennsylvania,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
295,10/1/2001,10/15/2001,Basel II: Moving from concept toward implementation,"At the Bank Administration Institute's Conference on Treasury, Investment, ALM, and Risk Management, New York, New York",Bank Administration Institute's Conference on Treasury,NA, Investment, ALM,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
296,10/1/2001,10/16/2001,Credit risk management: Models and judgment,"At the Bond Market Association's 1st Annual Credit and Risk Management Conference, New York, New York",Bond Market Association's 1st Annual Credit and Risk Management Conference,NA, New York, New York,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
297,10/1/2001,10/23/2001,The September 11 tragedy and the response of the financial industry,At the American Bankers AssociationÃ•s Virtual Annual Convention (taped statement),American Bankers AssociationÃ•s Virtual Annual Convention (taped statement),NA,,,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298,10/1/2001,10/23/2001,Preparing for CRA 2002,"At the CRA and Fair Lending Colloquium, Boston, Massachusetts",CRA and Fair Lending Colloquium,NA, Boston, Massachusetts,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,10/1/2001,10/24/2001,Globalization,"At the Institute for International EconomicsÃ• Inauguration of the Peter G. Peterson Building, Washington, D.C.,  Chairman Greenspan presented identical remarks at George Washington University, the Robert P. Maxon Lecture, Washington, D.C., December 3, 2001 ",Institute for International EconomicsÃ• Inauguration of the Peter G. Peterson Building,NA, Washingt,,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
300,10/1/2001,10/26/2001,The importance of financial education and literacy,"Before the National Council on Economic Education, Chicago, Illinois (via videoconference)",the National Council on Economic Education,NA, Chicago, Illinois (via videoconference),Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
301,11/1/2001,11/8/2001,Certified public accountants: Partners in financial stability,"At the American Institute of Certified Public Accountants National Conference on Banks and Savings Institutions, Washington, D.C.",American Institute of Certified Public Accountants National Conference on Banks and Savings Inst,NA,,,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
302,11/1/2001,11/8/2001,Promoting and sustaining home ownership,"At the Home Ownership Summit of the Local Initiatives Support Corporation (LISC), Washington, D.C.",Home Ownership Summit of the Local Initiatives Support Corporation (LISC),NA, Washington, D.C.,Edward M. Gramlich,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
303,11/1/2001,11/13/2001,Energy supply,"At the James A. Baker III Institute for Public Policy, Rice University, Houston, Texas, Chairman Greenspan presented identical remarks at the meeting of the U.S. Chamber of Commerce  board of directors, Washington, D.C., November 14, 2001",James A. Baker III Institute for Public Policy,NA, Rice University, Houston,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
304,11/1/2001,11/27/2001,Before and after,"Before the National Association of Business Economics, St. Louis, Missouri",the National Association of Business Economics,NA, St. Louis, Missouri,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
305,11/1/2001,11/30/2001,Asset prices and monetary policy,"At the New Technologies and Monetary Policy International Symposium, Bank of France, Paris, France",New Technologies and Monetary Policy International Symposium,NA, Bank of France, Paris,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
306,11/1/2001,11/30/2001,The euro as an international currency,"Before the Euro 50 Group Roundtable, Washington, D.C.",the Euro 50 Group Roundtable,NA, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,12/1/2001,12/3/2001,Globalization,"At George Washington University, the Robert P. Maxon Lecture, Washington, D.C., Chairman Greenspan presented identical remarks  at the Institute for International EconomicsÃ• Inauguration  of the Peter G. Peterson Building, Washington, D.C., October 24, 2001",rge Washington University,NA, the Robert P. Maxon Lecture, Washington,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
308,12/1/2001,12/5/2001,The future of money and of monetary policy,"At the Distinguished Lecture Program, Swarthmore College, Swarthmore, Pennsylvania",Distinguished Lecture Program,NA, Swarthmore College, Swarthmore,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
309,12/1/2001,12/18/2001,Financial stability in emerging markets: What have we accomplished and what remains to be done?,"At the Center for Strategic and International Studies, Washington, D.C.",Center for Strategic and International Studies,NA, Washington, D.C.,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
310,1/1/2002,1/8/2002,Why central banks should talk,"At the Graduate Institute of International Studies, Geneva, Switzerland",Graduate Institute of International Studies,NA, Geneva, Switzerland,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
311,1/1/2002,1/10/2002,Economic development and financial literacy,"At the Ninth Annual Economic Development Summit, The Greenlining Institute, Oakland, California",Ninth Annual Economic Development Summit,NA, The Greenlining Institute, Oakland,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
312,1/1/2002,1/11/2002,The economy,"At the Bay Area Council Conference, San Francisco, California",Bay Area Council Conference,NA, San Francisco, California,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
313,1/1/2002,1/16/2002,The history of money,"At the Federal Reserve Bank of New York, Opening of an American Numismatic Society",Federal Reserve Bank of New York,NA, Opening of an American Numismatic Society,,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
314,1/1/2002,1/16/2002,Rules and discretion,"At the Owen Graduate School of Management, Vanderbilt University, Nashville, Tennessee",Owen Graduate School of Management,NA, Vanderbilt University, Nashville,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
315,1/1/2002,1/16/2002,Developments in the U.S. economy: Review and outlook,"Before the Economic Club of Colorado, Denver, Colorado",the Economic Club of Colorado,NA, Denver, Colorado,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
316,1/1/2002,1/18/2002,Predatory lending,"At the Housing Bureau for Seniors Conference, Ann Arbor, Michigan",Housing Bureau for Seniors Conference,NA, Ann Arbor, Michigan,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
317,2/1/2002,2/7/2002,Observations on the evolution of the financial services industry and public policy ,"At the Center for the Study of Mergers and Acquisitions, University of Miami School of Law, Sixth Annual Institute on Mergers and Acquisitions, Miami Beach, Florida",Center for the Study of Mergers and Acquisitions,NA, University of Miami School of Law, Sixth Annua,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
318,2/1/2002,2/8/2002,Implementing the Gramm-Leach-Bliley Act: Two years later,"Before the American Law Institute and American Bar Association Washington, D.C.",the American Law Institute and American Bar Association Washington,NA, D.C.,,Mark W. Olson,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
319,2/1/2002,2/20/2002,Consumption and the wealth effect: The United States and the United Kingdom,"Before the International Bond Congress, London, U.K.",the International Bond Congress,NA, London, U.K.,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,2/1/2002,2/27/2002,A review of economic developments in 2001 and the economic outlook,"At the Canton Forum Speaker Series, Canton, Ohio",Canton Forum Speaker Series,NA, Canton, Ohio,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
321,2/1/2002,2/28/2002,Saving for retirement,"At the 2002 National Summit on Retirement Savings, the Department of Labor, Washington, D.C.",2002 National Summit on Retirement Savings,NA, the Department of Labor, Washington,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
322,2/1/2002,2/28/2002,Strengthening the financial system of the 21st century through sound accounting and disclosure ,"At the Symposium on Building the Financial System of the 21st Century: An Agenda for Europe and the United States, RÂŸschlikon, Switzerland",Symposium on Building the Financial System of the 21st Century: An Agenda for Europe and the Uni,NA,,,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,3/1/2002,3/1/2002,Lending to lower-income households,"At the National Community Reinvestment Coalition 11th Annual Conference, Washington, D.C.",National Community Reinvestment Coalition 11th Annual Conference,NA, Washington, D.C.,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
324,3/1/2002,3/4/2002,Back to the future in managing banking risk,"At Washington and Lee University, Lexington, Virginia",hington and Lee University,NA, Lexington, Virginia,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
325,3/1/2002,3/4/2002,A supervisory perspective on disaster recovery and business continuity,"Before the Institute of International Bankers, Washington, D.C.",the Institute of International Bankers,NA, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,3/1/2002,3/7/2002,Macroeconomic policy in recessions--and other times ,"At the Conference on Combating Recessions, Ford School of Public Policy, University of Michigan, Ann Arbor, Michigan, Governor Gramlich presented identical remarks at the Economic Department Lecture, Lake Forest College, Chicago, Illinois, April 12, 2002",Conference on Combating Recessions,NA, Ford School of Public Policy, University of Michigan,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
327,3/1/2002,3/12/2002,Current industry issues,"At the Government Affairs Conference of America's Community Bankers, Washington, D.C.",Government Affairs Conference of America's Community Bankers,NA, Washington, D.C.,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,3/1/2002,3/13/2002,The U.S. economy,"Before the Independent Community Bankers of America, Honolulu, Hawaii (via satellite)",the Independent Community Bankers of America,NA, Honolulu, Hawaii (via satellite),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,3/1/2002,3/21/2002,Current challenges of community banks,"At the Ohio Bankers Day Conference, Ohio Department of Commerce, Columbus, Ohio",Ohio Bankers Day Conference,NA, Ohio Department of Commerce, Columbus,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,3/1/2002,3/26/2002,Career development in a changing economy,"At the School of Business and Industry, Florida A&M University, Tallahassee, Florida",School of Business and Industry,NA, Florida A&M University, Tallahassee,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
331,3/1/2002,3/26/2002,Corporate governance,"At the Stern School of Business, New York University, New York, New York",Stern School of Business,NA, New York University, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
332,4/1/2002,4/8/2002,CRA at twenty-five ,"At the Consumer Bankers' Association Community Reinvestment Act Conference, Arlington, Virginia",Consumer Bankers' Association Community Reinvestment Act Conference,NA, Arlington, Virginia,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,4/1/2002,4/22/2002,Finance: United States and global,"At the Institute of International Finance, New York, New York, (via videoconference)",Institute of International Finance,NA, New York, New York,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,4/1/2002,4/30/2002,Risk management in a changing economic environment,"Before the Bank Administration Institute, Phoenix, Arizona",the Bank Administration Institute,NA, Phoenix, Arizona,Mark W. Olson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
335,5/1/2002,5/2/2002,Financial literacy,"At the Financial Literacy Teacher Training Workshop, University of Illinois at Chicago, Chicago, Illinois",Financial Literacy Teacher Training Workshop,NA, University of Illinois at Chicago, Chicago,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
336,5/1/2002,5/3/2002,Stock options and related matters,"At the 2002 Financial Markets Conference of the Federal Reserve Bank of Atlanta, Sea Island, Georgia, (via satellite)",2002 Financial Markets Conference of the Federal Reserve Bank of Atlanta,NA, Sea Island, Georgia,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
337,5/1/2002,5/9/2002,Implications of 9/11 for the financial services sector,"At the Conference on Bank Structure and Competition, Chicago, Illinois",Conference on Bank Structure and Competition,NA, Chicago, Illinois,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
